"X_0","Y_0","X","Y","Score_Prob"
3,50,4,0,0.56
4,50,4,0,0.59
5,50,4,0,0.56
6,50,4,0,0.57
7,50,4,0,0.66
8,50,4,0,0.64
9,50,4,0,0.56
10,50,4,0,0.58
1,45,4,0,0.52
2,45,4,0,0.6
3,45,4,0,0.58
4,45,4,0,0.59
5,45,4,0,0.58
6,45,4,0,0.58
7,45,4,0,0.63
8,45,4,0,0.67
9,45,4,0,0.55
10,45,4,0,0.58
1,40,4,0,0.55
2,40,4,0,0.62
3,40,4,0,0.6
4,40,4,0,0.6
5,40,4,0,0.64
6,40,4,0,0.64
7,40,4,0,0.58
8,40,4,0,0.61
9,40,4,0,0.61
10,40,4,0,0.65
1,35,4,0,0.54
2,35,4,0,0.62
3,35,4,0,0.64
4,35,4,0,0.63
5,35,4,0,0.64
6,35,4,0,0.65
7,35,4,0,0.61
8,35,4,0,0.57
9,35,4,0,0.62
10,35,4,0,0.66
1,30,4,0,0.59
2,30,4,0,0.62
3,30,4,0,0.67
4,30,4,0,0.68
5,30,4,0,0.65
6,30,4,0,0.63
7,30,4,0,0.63
8,30,4,0,0.6
9,30,4,0,0.61
10,30,4,0,0.68
1,25,4,0,0.63
2,25,4,0,0.62
3,25,4,0,0.74
4,25,4,0,0.74
5,25,4,0,0.68
6,25,4,0,0.62
7,25,4,0,0.66
8,25,4,0,0.62
9,25,4,0,0.64
10,25,4,0,0.64
1,20,4,0,0.64
2,20,4,0,0.67
3,20,4,0,0.76
4,20,4,0,0.78
5,20,4,0,0.71
6,20,4,0,0.67
7,20,4,0,0.65
8,20,4,0,0.64
9,20,4,0,0.68
10,20,4,0,0.69
1,15,4,0,0.69
2,15,4,0,0.7
3,15,4,0,0.79
4,15,4,0,0.75
5,15,4,0,0.73
6,15,4,0,0.73
7,15,4,0,0.71
8,15,4,0,0.69
9,15,4,0,0.62
10,15,4,0,0.65
1,10,4,0,0.69
2,10,4,0,0.75
3,10,4,0,0.87
4,10,4,0,0.84
5,10,4,0,0.78
6,10,4,0,0.77
7,10,4,0,0.77
8,10,4,0,0.72
9,10,4,0,0.67
10,10,4,0,0.65
1,5,4,0,0.73
2,5,4,0,0.83
3,5,4,0,0.87
4,5,4,0,0.88
5,5,4,0,0.84
6,5,4,0,0.8
7,5,4,0,0.76
8,5,4,0,0.76
9,5,4,0,0.67
10,5,4,0,0.68
1,0,4,0,0.79
2,0,4,0,0.83
3,0,4,0,0.86
4,0,4,0,0.91
5,0,4,0,0.83
6,0,4,0,0.79
7,0,4,0,0.77
8,0,4,0,0.74
9,0,4,0,0.71
10,0,4,0,0.69
1,-5,4,0,NA
2,-5,4,0,NA
3,-5,4,0,NA
4,-5,4,0,NA
5,-5,4,0,NA
6,-5,4,0,NA
7,-5,4,0,NA
8,-5,4,0,NA
9,-5,4,0,NA
10,-5,4,0,NA
1,-10,4,0,NA
2,-10,4,0,NA
3,-10,4,0,NA
4,-10,4,0,NA
5,-10,4,0,NA
6,-10,4,0,NA
7,-10,4,0,NA
8,-10,4,0,NA
9,-10,4,0,NA
10,-10,4,0,NA
1,-15,4,0,NA
2,-15,4,0,NA
3,-15,4,0,NA
4,-15,4,0,NA
5,-15,4,0,NA
6,-15,4,0,NA
7,-15,4,0,NA
8,-15,4,0,NA
9,-15,4,0,NA
10,-15,4,0,NA
1,-20,4,0,NA
2,-20,4,0,NA
3,-20,4,0,NA
4,-20,4,0,NA
5,-20,4,0,NA
6,-20,4,0,NA
7,-20,4,0,NA
8,-20,4,0,NA
9,-20,4,0,NA
10,-20,4,0,NA
1,95,5,0,0.39
2,95,5,0,0.43
3,95,5,0,0.4
4,95,5,0,0.42
5,95,5,0,0.42
6,95,5,0,0.49
7,95,5,0,0.51
8,95,5,0,0.52
9,95,5,0,0.5
10,95,5,0,0.48
1,90,5,0,0.39
2,90,5,0,0.44
3,90,5,0,0.41
4,90,5,0,0.41
5,90,5,0,0.43
6,90,5,0,0.53
7,90,5,0,0.53
8,90,5,0,0.52
9,90,5,0,0.5
10,90,5,0,0.48
1,85,5,0,0.4
2,85,5,0,0.45
3,85,5,0,0.42
4,85,5,0,0.42
5,85,5,0,0.42
6,85,5,0,0.54
7,85,5,0,0.57
8,85,5,0,0.51
9,85,5,0,0.51
10,85,5,0,0.49
1,80,5,0,0.42
2,80,5,0,0.45
3,80,5,0,0.4
4,80,5,0,0.41
5,80,5,0,0.49
6,80,5,0,0.55
7,80,5,0,0.59
8,80,5,0,0.52
9,80,5,0,0.51
10,80,5,0,0.48
1,75,5,0,0.45
2,75,5,0,0.47
3,75,5,0,0.44
4,75,5,0,0.45
5,75,5,0,0.54
6,75,5,0,0.54
7,75,5,0,0.61
8,75,5,0,0.55
9,75,5,0,0.52
10,75,5,0,0.46
1,70,5,0,0.46
2,70,5,0,0.49
3,70,5,0,0.48
4,70,5,0,0.47
5,70,5,0,0.54
6,70,5,0,0.56
7,70,5,0,0.62
8,70,5,0,0.56
9,70,5,0,0.49
10,70,5,0,0.48
1,65,5,0,0.48
2,65,5,0,0.49
3,65,5,0,0.48
4,65,5,0,0.49
5,65,5,0,0.55
6,65,5,0,0.58
7,65,5,0,0.64
8,65,5,0,0.6
9,65,5,0,0.51
10,65,5,0,0.5
1,60,5,0,0.5
2,60,5,0,0.5
3,60,5,0,0.52
4,60,5,0,0.51
5,60,5,0,0.53
6,60,5,0,0.64
7,60,5,0,0.64
8,60,5,0,0.61
9,60,5,0,0.52
10,60,5,0,0.47
1,55,5,0,0.52
2,55,5,0,0.53
3,55,5,0,0.51
4,55,5,0,0.53
5,55,5,0,0.56
6,55,5,0,0.62
7,55,5,0,0.65
8,55,5,0,0.59
9,55,5,0,0.53
10,55,5,0,0.5
1,50,5,0,0.55
2,50,5,0,0.55
3,50,5,0,0.53
4,50,5,0,0.53
5,50,5,0,0.57
6,50,5,0,0.6
7,50,5,0,0.7
8,50,5,0,0.65
9,50,5,0,0.59
10,50,5,0,0.53
1,45,5,0,0.56
2,45,5,0,0.58
3,45,5,0,0.62
4,45,5,0,0.57
5,45,5,0,0.59
6,45,5,0,0.62
7,45,5,0,0.7
8,45,5,0,0.67
9,45,5,0,0.61
10,45,5,0,0.59
1,40,5,0,0.57
2,40,5,0,0.62
3,40,5,0,0.64
4,40,5,0,0.62
5,40,5,0,0.59
6,40,5,0,0.62
7,40,5,0,0.65
8,40,5,0,0.7
9,40,5,0,0.59
10,40,5,0,0.56
1,35,5,0,0.59
2,35,5,0,0.66
3,35,5,0,0.69
4,35,5,0,0.67
5,35,5,0,0.6
6,35,5,0,0.65
7,35,5,0,0.62
8,35,5,0,0.68
9,35,5,0,0.6
10,35,5,0,0.6
1,30,5,0,0.57
2,30,5,0,0.64
3,30,5,0,0.71
4,30,5,0,0.72
5,30,5,0,0.65
6,30,5,0,0.68
7,30,5,0,0.64
8,30,5,0,0.66
9,30,5,0,0.61
10,30,5,0,0.65
1,25,5,0,0.57
2,25,5,0,0.63
3,25,5,0,0.75
4,25,5,0,0.73
5,25,5,0,0.68
6,25,5,0,0.69
7,25,5,0,0.66
8,25,5,0,0.6
9,25,5,0,0.58
10,25,5,0,0.69
1,20,5,0,0.63
2,20,5,0,0.64
3,20,5,0,0.74
4,20,5,0,0.81
5,20,5,0,0.7
6,20,5,0,0.74
7,20,5,0,0.69
8,20,5,0,0.68
9,20,5,0,0.63
10,20,5,0,0.7
1,15,5,0,0.62
2,15,5,0,0.67
3,15,5,0,0.77
4,15,5,0,0.81
5,15,5,0,0.76
6,15,5,0,0.83
7,15,5,0,0.72
8,15,5,0,0.65
9,15,5,0,0.67
10,15,5,0,0.68
1,10,5,0,0.64
2,10,5,0,0.71
3,10,5,0,0.77
4,10,5,0,0.86
5,10,5,0,0.82
6,10,5,0,0.84
7,10,5,0,0.81
8,10,5,0,0.73
9,10,5,0,0.67
10,10,5,0,0.66
1,5,5,0,0.69
2,5,5,0,0.74
3,5,5,0,0.8
4,5,5,0,0.83
5,5,5,0,0.83
6,5,5,0,0.8
7,5,5,0,0.79
8,5,5,0,0.74
9,5,5,0,0.68
10,5,5,0,0.68
1,0,5,0,0.74
2,0,5,0,0.77
3,0,5,0,0.83
4,0,5,0,0.82
5,0,5,0,0.87
6,0,5,0,0.8
7,0,5,0,0.8
8,0,5,0,0.76
9,0,5,0,0.76
10,0,5,0,0.7
1,-5,5,0,NA
2,-5,5,0,NA
3,-5,5,0,NA
4,-5,5,0,NA
5,-5,5,0,NA
6,-5,5,0,NA
7,-5,5,0,NA
8,-5,5,0,NA
9,-5,5,0,NA
10,-5,5,0,NA
1,-10,5,0,NA
2,-10,5,0,NA
3,-10,5,0,NA
4,-10,5,0,NA
5,-10,5,0,NA
6,-10,5,0,NA
7,-10,5,0,NA
8,-10,5,0,NA
9,-10,5,0,NA
10,-10,5,0,NA
1,-15,5,0,NA
2,-15,5,0,NA
3,-15,5,0,NA
4,-15,5,0,NA
5,-15,5,0,NA
6,-15,5,0,NA
7,-15,5,0,NA
8,-15,5,0,NA
9,-15,5,0,NA
10,-15,5,0,NA
1,-20,5,0,NA
2,-20,5,0,NA
3,-20,5,0,NA
4,-20,5,0,NA
5,-20,5,0,NA
6,-20,5,0,NA
7,-20,5,0,NA
8,-20,5,0,NA
9,-20,5,0,NA
10,-20,5,0,NA
1,95,6,0,0.4
2,95,6,0,0.44
3,95,6,0,0.42
4,95,6,0,0.45
5,95,6,0,0.45
6,95,6,0,0.52
7,95,6,0,0.56
8,95,6,0,0.53
9,95,6,0,0.49
10,95,6,0,0.43
1,90,6,0,0.41
2,90,6,0,0.46
3,90,6,0,0.44
4,90,6,0,0.47
5,90,6,0,0.48
6,90,6,0,0.54
7,90,6,0,0.57
8,90,6,0,0.53
9,90,6,0,0.5
10,90,6,0,0.44
1,85,6,0,0.42
2,85,6,0,0.43
3,85,6,0,0.46
4,85,6,0,0.48
5,85,6,0,0.49
6,85,6,0,0.54
7,85,6,0,0.56
8,85,6,0,0.54
9,85,6,0,0.51
10,85,6,0,0.45
1,80,6,0,0.45
2,80,6,0,0.47
3,80,6,0,0.44
4,80,6,0,0.49
5,80,6,0,0.53
6,80,6,0,0.58
7,80,6,0,0.57
8,80,6,0,0.52
9,80,6,0,0.48
10,80,6,0,0.45
1,75,6,0,0.46
2,75,6,0,0.47
3,75,6,0,0.45
4,75,6,0,0.47
5,75,6,0,0.58
6,75,6,0,0.61
7,75,6,0,0.6
8,75,6,0,0.53
9,75,6,0,0.48
10,75,6,0,0.44
1,70,6,0,0.47
2,70,6,0,0.47
3,70,6,0,0.47
4,70,6,0,0.49
5,70,6,0,0.57
6,70,6,0,0.6
7,70,6,0,0.58
8,70,6,0,0.54
9,70,6,0,0.5
10,70,6,0,0.43
1,65,6,0,0.48
2,65,6,0,0.49
3,65,6,0,0.46
4,65,6,0,0.53
5,65,6,0,0.58
6,65,6,0,0.62
7,65,6,0,0.58
8,65,6,0,0.5
9,65,6,0,0.47
10,65,6,0,0.45
1,60,6,0,0.51
2,60,6,0,0.52
3,60,6,0,0.5
4,60,6,0,0.54
5,60,6,0,0.64
6,60,6,0,0.62
7,60,6,0,0.6
8,60,6,0,0.52
9,60,6,0,0.46
10,60,6,0,0.44
1,55,6,0,0.53
2,55,6,0,0.56
3,55,6,0,0.53
4,55,6,0,0.56
5,55,6,0,0.66
6,55,6,0,0.64
7,55,6,0,0.59
8,55,6,0,0.53
9,55,6,0,0.49
10,55,6,0,0.44
1,50,6,0,0.54
2,50,6,0,0.57
3,50,6,0,0.61
4,50,6,0,0.6
5,50,6,0,0.66
6,50,6,0,0.65
7,50,6,0,0.58
8,50,6,0,0.52
9,50,6,0,0.49
10,50,6,0,0.45
1,45,6,0,0.58
2,45,6,0,0.62
3,45,6,0,0.63
4,45,6,0,0.63
5,45,6,0,0.59
6,45,6,0,0.59
7,45,6,0,0.6
8,45,6,0,0.65
9,45,6,0,0.54
10,45,6,0,0.49
1,40,6,0,0.55
2,40,6,0,0.63
3,40,6,0,0.67
4,40,6,0,0.68
5,40,6,0,0.6
6,40,6,0,0.61
7,40,6,0,0.63
8,40,6,0,0.65
9,40,6,0,0.53
10,40,6,0,0.5
1,35,6,0,0.56
2,35,6,0,0.65
3,35,6,0,0.71
4,35,6,0,0.66
5,35,6,0,0.63
6,35,6,0,0.6
7,35,6,0,0.65
8,35,6,0,0.64
9,35,6,0,0.58
10,35,6,0,0.56
1,30,6,0,0.55
2,30,6,0,0.65
3,30,6,0,0.74
4,30,6,0,0.68
5,30,6,0,0.64
6,30,6,0,0.64
7,30,6,0,0.63
8,30,6,0,0.58
9,30,6,0,0.61
10,30,6,0,0.59
1,25,6,0,0.59
2,25,6,0,0.63
3,25,6,0,0.69
4,25,6,0,0.68
5,25,6,0,0.63
6,25,6,0,0.65
7,25,6,0,0.69
8,25,6,0,0.57
9,25,6,0,0.6
10,25,6,0,0.64
1,20,6,0,0.58
2,20,6,0,0.63
3,20,6,0,0.69
4,20,6,0,0.71
5,20,6,0,0.7
6,20,6,0,0.72
7,20,6,0,0.74
8,20,6,0,0.63
9,20,6,0,0.57
10,20,6,0,0.65
1,15,6,0,0.6
2,15,6,0,0.67
3,15,6,0,0.67
4,15,6,0,0.78
5,15,6,0,0.81
6,15,6,0,0.78
7,15,6,0,0.76
8,15,6,0,0.6
9,15,6,0,0.62
10,15,6,0,0.63
1,10,6,0,0.65
2,10,6,0,0.71
3,10,6,0,0.68
4,10,6,0,0.75
5,10,6,0,0.82
6,10,6,0,0.8
7,10,6,0,0.75
8,10,6,0,0.65
9,10,6,0,0.66
10,10,6,0,0.65
1,5,6,0,0.69
2,5,6,0,0.72
3,5,6,0,0.78
4,5,6,0,0.79
5,5,6,0,0.81
6,5,6,0,0.82
7,5,6,0,0.8
8,5,6,0,0.79
9,5,6,0,0.71
10,5,6,0,0.69
1,0,6,0,0.69
2,0,6,0,0.74
3,0,6,0,0.82
4,0,6,0,0.84
5,0,6,0,0.8
6,0,6,0,0.84
7,0,6,0,0.86
8,0,6,0,0.85
9,0,6,0,0.77
10,0,6,0,0.7
1,-5,6,0,NA
2,-5,6,0,NA
3,-5,6,0,NA
4,-5,6,0,NA
5,-5,6,0,NA
6,-5,6,0,NA
7,-5,6,0,NA
8,-5,6,0,NA
9,-5,6,0,NA
10,-5,6,0,NA
1,-10,6,0,NA
2,-10,6,0,NA
3,-10,6,0,NA
4,-10,6,0,NA
5,-10,6,0,NA
6,-10,6,0,NA
7,-10,6,0,NA
8,-10,6,0,NA
9,-10,6,0,NA
10,-10,6,0,NA
1,-15,6,0,NA
2,-15,6,0,NA
3,-15,6,0,NA
4,-15,6,0,NA
5,-15,6,0,NA
6,-15,6,0,NA
7,-15,6,0,NA
8,-15,6,0,NA
9,-15,6,0,NA
10,-15,6,0,NA
1,-20,6,0,NA
2,-20,6,0,NA
3,-20,6,0,NA
4,-20,6,0,NA
5,-20,6,0,NA
6,-20,6,0,NA
7,-20,6,0,NA
8,-20,6,0,NA
9,-20,6,0,NA
10,-20,6,0,NA
1,95,7,0,0.43
2,95,7,0,0.46
3,95,7,0,0.44
4,95,7,0,0.49
5,95,7,0,0.54
6,95,7,0,0.55
7,95,7,0,0.5
8,95,7,0,0.51
9,95,7,0,0.46
10,95,7,0,0.45
1,90,7,0,0.45
2,90,7,0,0.49
3,90,7,0,0.48
4,90,7,0,0.52
5,90,7,0,0.56
6,90,7,0,0.58
7,90,7,0,0.54
8,90,7,0,0.5
9,90,7,0,0.45
10,90,7,0,0.45
1,85,7,0,0.48
2,85,7,0,0.47
3,85,7,0,0.5
4,85,7,0,0.54
5,85,7,0,0.57
6,85,7,0,0.6
7,85,7,0,0.56
8,85,7,0,0.48
9,85,7,0,0.46
10,85,7,0,0.45
1,80,7,0,0.51
2,80,7,0,0.5
3,80,7,0,0.51
4,80,7,0,0.58
5,80,7,0,0.59
6,80,7,0,0.6
7,80,7,0,0.54
8,80,7,0,0.51
9,80,7,0,0.47
10,80,7,0,0.44
1,75,7,0,0.51
2,75,7,0,0.51
3,75,7,0,0.52
4,75,7,0,0.6
5,75,7,0,0.63
6,75,7,0,0.59
7,75,7,0,0.52
8,75,7,0,0.49
9,75,7,0,0.48
10,75,7,0,0.45
1,70,7,0,0.53
2,70,7,0,0.56
3,70,7,0,0.51
4,70,7,0,0.6
5,70,7,0,0.64
6,70,7,0,0.6
7,70,7,0,0.53
8,70,7,0,0.53
9,70,7,0,0.48
10,70,7,0,0.5
1,65,7,0,0.55
2,65,7,0,0.56
3,65,7,0,0.5
4,65,7,0,0.62
5,65,7,0,0.65
6,65,7,0,0.63
7,65,7,0,0.5
8,65,7,0,0.49
9,65,7,0,0.49
10,65,7,0,0.48
1,60,7,0,0.57
2,60,7,0,0.59
3,60,7,0,0.57
4,60,7,0,0.61
5,60,7,0,0.67
6,60,7,0,0.65
7,60,7,0,0.5
8,60,7,0,0.53
9,60,7,0,0.5
10,60,7,0,0.5
1,55,7,0,0.59
2,55,7,0,0.61
3,55,7,0,0.62
4,55,7,0,0.63
5,55,7,0,0.71
6,55,7,0,0.67
7,55,7,0,0.49
8,55,7,0,0.48
9,55,7,0,0.51
10,55,7,0,0.47
1,50,7,0,0.61
2,50,7,0,0.62
3,50,7,0,0.62
4,50,7,0,0.68
5,50,7,0,0.68
6,50,7,0,0.62
7,50,7,0,0.51
8,50,7,0,0.54
9,50,7,0,0.48
10,50,7,0,0.5
1,45,7,0,0.59
2,45,7,0,0.62
3,45,7,0,0.6
4,45,7,0,0.71
5,45,7,0,0.69
6,45,7,0,0.59
7,45,7,0,0.55
8,45,7,0,0.57
9,45,7,0,0.52
10,45,7,0,0.51
1,40,7,0,0.6
2,40,7,0,0.67
3,40,7,0,0.61
4,40,7,0,0.7
5,40,7,0,0.63
6,40,7,0,0.57
7,40,7,0,0.54
8,40,7,0,0.53
9,40,7,0,0.53
10,40,7,0,0.55
1,35,7,0,0.62
2,35,7,0,0.68
3,35,7,0,0.68
4,35,7,0,0.65
5,35,7,0,0.67
6,35,7,0,0.57
7,35,7,0,0.56
8,35,7,0,0.54
9,35,7,0,0.55
10,35,7,0,0.56
1,30,7,0,0.61
2,30,7,0,0.66
3,30,7,0,0.7
4,30,7,0,0.65
5,30,7,0,0.67
6,30,7,0,0.62
7,30,7,0,0.58
8,30,7,0,0.57
9,30,7,0,0.48
10,30,7,0,0.55
1,25,7,0,0.62
2,25,7,0,0.64
3,25,7,0,0.71
4,25,7,0,0.68
5,25,7,0,0.69
6,25,7,0,0.72
7,25,7,0,0.59
8,25,7,0,0.58
9,25,7,0,0.52
10,25,7,0,0.55
1,20,7,0,0.61
2,20,7,0,0.66
3,20,7,0,0.65
4,20,7,0,0.7
5,20,7,0,0.72
6,20,7,0,0.76
7,20,7,0,0.69
8,20,7,0,0.57
9,20,7,0,0.58
10,20,7,0,0.61
1,15,7,0,0.62
2,15,7,0,0.68
3,15,7,0,0.68
4,15,7,0,0.74
5,15,7,0,0.69
6,15,7,0,0.72
7,15,7,0,0.71
8,15,7,0,0.65
9,15,7,0,0.63
10,15,7,0,0.6
1,10,7,0,0.65
2,10,7,0,0.7
3,10,7,0,0.7
4,10,7,0,0.76
5,10,7,0,0.71
6,10,7,0,0.75
7,10,7,0,0.74
8,10,7,0,0.64
9,10,7,0,0.67
10,10,7,0,0.65
1,5,7,0,0.71
2,5,7,0,0.76
3,5,7,0,0.79
4,5,7,0,0.83
5,5,7,0,0.78
6,5,7,0,0.8
7,5,7,0,0.79
8,5,7,0,0.75
9,5,7,0,0.72
10,5,7,0,0.69
1,0,7,0,0.72
2,0,7,0,0.77
3,0,7,0,0.86
4,0,7,0,0.88
5,0,7,0,0.84
6,0,7,0,0.8
7,0,7,0,0.84
8,0,7,0,0.82
9,0,7,0,0.76
10,0,7,0,0.74
1,-5,7,0,NA
2,-5,7,0,NA
3,-5,7,0,NA
4,-5,7,0,NA
5,-5,7,0,NA
6,-5,7,0,NA
7,-5,7,0,NA
8,-5,7,0,NA
9,-5,7,0,NA
10,-5,7,0,NA
1,-10,7,0,NA
2,-10,7,0,NA
3,-10,7,0,NA
4,-10,7,0,NA
5,-10,7,0,NA
6,-10,7,0,NA
7,-10,7,0,NA
8,-10,7,0,NA
9,-10,7,0,NA
10,-10,7,0,NA
1,-15,7,0,NA
2,-15,7,0,NA
3,-15,7,0,NA
4,-15,7,0,NA
5,-15,7,0,NA
6,-15,7,0,NA
7,-15,7,0,NA
8,-15,7,0,NA
9,-15,7,0,NA
10,-15,7,0,NA
1,-20,7,0,NA
2,-20,7,0,NA
3,-20,7,0,NA
4,-20,7,0,NA
5,-20,7,0,NA
6,-20,7,0,NA
7,-20,7,0,NA
8,-20,7,0,NA
9,-20,7,0,NA
10,-20,7,0,NA
1,95,8,0,0.47
2,95,8,0,0.48
3,95,8,0,0.45
4,95,8,0,0.53
5,95,8,0,0.56
6,95,8,0,0.52
7,95,8,0,0.49
8,95,8,0,0.46
9,95,8,0,0.46
10,95,8,0,0.47
1,90,8,0,0.49
2,90,8,0,0.5
3,90,8,0,0.5
4,90,8,0,0.54
5,90,8,0,0.55
6,90,8,0,0.54
7,90,8,0,0.49
8,90,8,0,0.47
9,90,8,0,0.46
10,90,8,0,0.46
1,85,8,0,0.5
2,85,8,0,0.52
3,85,8,0,0.53
4,85,8,0,0.58
5,85,8,0,0.58
6,85,8,0,0.58
7,85,8,0,0.5
8,85,8,0,0.48
9,85,8,0,0.47
10,85,8,0,0.46
1,80,8,0,0.5
2,80,8,0,0.51
3,80,8,0,0.5
4,80,8,0,0.58
5,80,8,0,0.6
6,80,8,0,0.59
7,80,8,0,0.48
8,80,8,0,0.49
9,80,8,0,0.46
10,80,8,0,0.46
1,75,8,0,0.54
2,75,8,0,0.51
3,75,8,0,0.52
4,75,8,0,0.6
5,75,8,0,0.63
6,75,8,0,0.59
7,75,8,0,0.51
8,75,8,0,0.49
9,75,8,0,0.48
10,75,8,0,0.45
1,70,8,0,0.53
2,70,8,0,0.54
3,70,8,0,0.56
4,70,8,0,0.63
5,70,8,0,0.64
6,70,8,0,0.6
7,70,8,0,0.51
8,70,8,0,0.46
9,70,8,0,0.5
10,70,8,0,0.45
1,65,8,0,0.52
2,65,8,0,0.55
3,65,8,0,0.58
4,65,8,0,0.63
5,65,8,0,0.69
6,65,8,0,0.61
7,65,8,0,0.49
8,65,8,0,0.46
9,65,8,0,0.48
10,65,8,0,0.46
1,60,8,0,0.51
2,60,8,0,0.58
3,60,8,0,0.63
4,60,8,0,0.66
5,60,8,0,0.65
6,60,8,0,0.69
7,60,8,0,0.56
8,60,8,0,0.5
9,60,8,0,0.48
10,60,8,0,0.49
1,55,8,0,0.56
2,55,8,0,0.6
3,55,8,0,0.63
4,55,8,0,0.72
5,55,8,0,0.69
6,55,8,0,0.69
7,55,8,0,0.57
8,55,8,0,0.54
9,55,8,0,0.53
10,55,8,0,0.55
1,50,8,0,0.62
2,50,8,0,0.61
3,50,8,0,0.63
4,50,8,0,0.72
5,50,8,0,0.73
6,50,8,0,0.66
7,50,8,0,0.55
8,50,8,0,0.55
9,50,8,0,0.55
10,50,8,0,0.6
1,45,8,0,0.66
2,45,8,0,0.67
3,45,8,0,0.66
4,45,8,0,0.7
5,45,8,0,0.74
6,45,8,0,0.65
7,45,8,0,0.52
8,45,8,0,0.52
9,45,8,0,0.59
10,45,8,0,0.61
1,40,8,0,0.64
2,40,8,0,0.71
3,40,8,0,0.7
4,40,8,0,0.71
5,40,8,0,0.71
6,40,8,0,0.67
7,40,8,0,0.53
8,40,8,0,0.55
9,40,8,0,0.59
10,40,8,0,0.6
1,35,8,0,0.66
2,35,8,0,0.75
3,35,8,0,0.7
4,35,8,0,0.73
5,35,8,0,0.72
6,35,8,0,0.66
7,35,8,0,0.59
8,35,8,0,0.53
9,35,8,0,0.59
10,35,8,0,0.62
1,30,8,0,0.73
2,30,8,0,0.73
3,30,8,0,0.71
4,30,8,0,0.73
5,30,8,0,0.7
6,30,8,0,0.65
7,30,8,0,0.64
8,30,8,0,0.54
9,30,8,0,0.61
10,30,8,0,0.62
1,25,8,0,0.72
2,25,8,0,0.74
3,25,8,0,0.75
4,25,8,0,0.77
5,25,8,0,0.75
6,25,8,0,0.7
7,25,8,0,0.68
8,25,8,0,0.62
9,25,8,0,0.63
10,25,8,0,0.63
1,20,8,0,0.74
2,20,8,0,0.77
3,20,8,0,0.76
4,20,8,0,0.79
5,20,8,0,0.74
6,20,8,0,0.77
7,20,8,0,0.73
8,20,8,0,0.69
9,20,8,0,0.65
10,20,8,0,0.65
1,15,8,0,0.75
2,15,8,0,0.75
3,15,8,0,0.75
4,15,8,0,0.8
5,15,8,0,0.78
6,15,8,0,0.78
7,15,8,0,0.71
8,15,8,0,0.74
9,15,8,0,0.7
10,15,8,0,0.69
1,10,8,0,0.72
2,10,8,0,0.8
3,10,8,0,0.78
4,10,8,0,0.83
5,10,8,0,0.78
6,10,8,0,0.84
7,10,8,0,0.75
8,10,8,0,0.78
9,10,8,0,0.76
10,10,8,0,0.72
1,5,8,0,0.73
2,5,8,0,0.77
3,5,8,0,0.84
4,5,8,0,0.84
5,5,8,0,0.84
6,5,8,0,0.86
7,5,8,0,0.8
8,5,8,0,0.88
9,5,8,0,0.84
10,5,8,0,0.71
1,0,8,0,0.75
2,0,8,0,0.78
3,0,8,0,0.89
4,0,8,0,0.84
5,0,8,0,0.87
6,0,8,0,0.86
7,0,8,0,0.85
8,0,8,0,0.86
9,0,8,0,0.89
10,0,8,0,0.75
1,-5,8,0,NA
2,-5,8,0,NA
3,-5,8,0,NA
4,-5,8,0,NA
5,-5,8,0,NA
6,-5,8,0,NA
7,-5,8,0,NA
8,-5,8,0,NA
9,-5,8,0,NA
10,-5,8,0,NA
1,-10,8,0,NA
2,-10,8,0,NA
3,-10,8,0,NA
4,-10,8,0,NA
5,-10,8,0,NA
6,-10,8,0,NA
7,-10,8,0,NA
8,-10,8,0,NA
9,-10,8,0,NA
10,-10,8,0,NA
1,-15,8,0,NA
2,-15,8,0,NA
3,-15,8,0,NA
4,-15,8,0,NA
5,-15,8,0,NA
6,-15,8,0,NA
7,-15,8,0,NA
8,-15,8,0,NA
9,-15,8,0,NA
10,-15,8,0,NA
1,-20,8,0,NA
2,-20,8,0,NA
3,-20,8,0,NA
4,-20,8,0,NA
5,-20,8,0,NA
6,-20,8,0,NA
7,-20,8,0,NA
8,-20,8,0,NA
9,-20,8,0,NA
10,-20,8,0,NA
1,95,9,0,0.51
2,95,9,0,0.51
3,95,9,0,0.49
4,95,9,0,0.56
5,95,9,0,0.54
6,95,9,0,0.49
7,95,9,0,0.48
8,95,9,0,0.46
9,95,9,0,0.45
10,95,9,0,0.45
1,90,9,0,0.5
2,90,9,0,0.5
3,90,9,0,0.52
4,90,9,0,0.58
5,90,9,0,0.55
6,90,9,0,0.53
7,90,9,0,0.47
8,90,9,0,0.46
9,90,9,0,0.46
10,90,9,0,0.46
1,85,9,0,0.51
2,85,9,0,0.51
3,85,9,0,0.5
4,85,9,0,0.55
5,85,9,0,0.55
6,85,9,0,0.54
7,85,9,0,0.45
8,85,9,0,0.45
9,85,9,0,0.47
10,85,9,0,0.47
1,80,9,0,0.5
2,80,9,0,0.52
3,80,9,0,0.52
4,80,9,0,0.58
5,80,9,0,0.58
6,80,9,0,0.55
7,80,9,0,0.46
8,80,9,0,0.47
9,80,9,0,0.46
10,80,9,0,0.46
1,75,9,0,0.5
2,75,9,0,0.54
3,75,9,0,0.51
4,75,9,0,0.61
5,75,9,0,0.6
6,75,9,0,0.55
7,75,9,0,0.46
8,75,9,0,0.48
9,75,9,0,0.46
10,75,9,0,0.48
1,70,9,0,0.5
2,70,9,0,0.54
3,70,9,0,0.55
4,70,9,0,0.63
5,70,9,0,0.63
6,70,9,0,0.58
